,PUBCHEM_CID,smile_1851,p450-cyp2c9-Potency
46,648481,CSC1=NC2=NC3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N2N1,15.8489
47,6602523,CCC1=CC2=C(N=CN=C2S1)NCC3=CC=CO3.Cl,4.46684
48,648537,CCC1=CC2=C(N=CN=C2S1)NCCO,1.58489
49,5769011,CC1=CC(=C(C=C1)C)/C(=C\2/C(N(C(=O)C2=O)CC3=CN=CC=C3)C4=CN=CC=C4)/O,3.16228
50,648672,C1=CC(=CC=C1C2=C(C(=NN2)N)Cl)Br,15.8489
51,648708,CC1=C(C(=NN1C)C)CNC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=CC=C4,15.8489
52,648771,CCCCN1C(=NN=C1SCC(=O)NC(C)(C)C)C2=CC=CO2,0.0398107
53,648836,CC1=CC=C(C=C1)C(C2=NN=NN2CC3CCCO3)N4CCN(CC4)C(=O)C5=CC=CO5,25.1189
54,648878,CCN(CC)C1=CC2=C(C=C1)C(=C(C(=O)O2)Br)Cl,10
55,649015,C1C(C2=CC3=C(C=C2NC1=O)OCO3)C4=CC=CS4,15.8489
56,649054,CCCCOC(=O)CSC1=NN=C(O1)C2=CC(=C(C(=C2)OC)OC)OC,8.91251
57,649283,COC1=C(C=C(C=C1)C2=NOC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4OC)OC,11.2202
58,5768894,CC1=CC=C(O1)C2/C(=C(/C3=CC(=CC=C3)OC)\O)/C(=O)C(=O)N2CCOC,31.6228
59,649650,CC1=CC=C(C=C1)SCC(=O)NC2=NN=C(S2)COC,7.07946
60,649754,C1CC(OC1)CN2C(=CN=C2N)C3=CC=CC=C3,14.1254
61,649949,C1CCCN(CC1)C2=CC=CC=C2NC(=O)CSC3=NC4=CC=CC=C4O3,12.5893
62,650002,CN1C2=C(C(=O)NC1=O)N(C(=N2)NCCCO)CCCC3=CC=CC=C3,12.5893
63,6398918,CCOC(=O)CC(=O)CSC1=NC2=C(C3=CC=CC=C3N2)N=N1,8.91251
64,650023,C1CCCN(CC1)C2=C(C=CC=N2)C(=O)NC3CCCC3,35.4813
65,135439099,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC=CC=C4Cl)C(=O)CC5=CC=CS5,0.223872
66,650100,COC1=CC=CC=C1OCCN2C=C(C3=CC=CC=C32)C(=O)C4=CC=CO4,0.562341
67,6602529,COC1=CC=CC(=C1)C(=O)NC2CC3CCCC(C2)N3CC(=O)NC4=CC=CC=C4.Cl,0.0501187
68,650250,CC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)NS(=O)(=O)C4=CC5=C(C=C4)OCCO5,3.54813
69,650434,CC1=CC(=NN1CC(=O)NC2=NC(=CS2)C3=CC=C(C=C3)OC)C,0.794328
70,650486,CN1C(=NN=C1SCC2=CC=CC=C2)CNC(=O)NC3=CC=CC=C3,8.91251
71,650558,C1CC2=CC=CC=C2N(C1)C(=O)CSC3=NN=C(O3)CNC4=CC=CC=C4,15.8489
72,650691,CCCCNC(=O)NS(=O)(=O)C1=CC=C(O1)C(=O)OC(C)C,2.81838
73,6602999,CCOC(=O)C1CC2=C(CN1)NC3=CC=CC=C23.Cl,17.7828
74,650985,CC1=C(N2C(=NC=N2)N=C1C)NCCC3=CC=C(C=C3)OC,8.91251
75,651025,CCCN1CC=C2C(C1)C(C(C(=C2C#N)N)(C#N)C#N)C3=C(C=CC(=C3)OC)OC,7.94328
76,651076,CCC(=O)NC1=CC(=CC=C1)NC(=O)CSC2=NN=NN2CC3=CC=CC=C3,5.01187
77,651086,CC1=CC(=NN1C2=NC(=CC(=N2)C(F)F)C3=CC=C(C=C3)OC)C,28.1838
78,135450659,CC1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCN(CC4)C(=O)CC5=CC=CS5)N=N2,0.707946
79,651338,CCC(=O)N(CC1=CC=CO1)C2=NC(=CS2)C3=CC=CC=C3,2.51189
80,651433,CC(C)C1=CC=C(C=C1)C2=NN(N=N2)CCC(=O)O,31.6228
81,135450662,C1CCC2=C(C1)C3=C(S2)NC(=O)CN=C3C4=CC=CS4,35.4813
82,651959,C1CCC(C1)N2C(=NN=N2)C(C3=CC=C(C=C3)Cl)N4CCN(CC4)CC5=CC=NC=C5,1.12202
83,652521,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)CN3CCCC3,1.77828
84,652549,CC(C)C(C(=O)NCC1CCCO1)N(CC2=CC=CO2)C(=O)CNS(=O)(=O)C3=CC=C(C=C3)F,39.8107
85,2054625,C1COCCN1/C=C(/C#N)\C2=CC=CC=C2,28.1838
86,653412,CN1C(=NN=C1SCC(=O)NCC2=CC3=C(C=C2)OCO3)C4=CC5=CC=CC=C5C=C4O,1.77828
87,135417689,CC1=CC(=CC=C1)NC(=O)N(CC2=NC3=CC=CC=C3C(=O)N2)C4CCCC4,5.62341
88,653646,C1CN(CCN1C2=CC(=NC3=NC=NN23)C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5,12.5893
89,653695,C1CC2=CC=CC=C2N(C1)C(=O)CSC3=NNC(=N3)C4=CC=CC=C4O,1.12202
90,653778,COC1=CC=CC=C1N2C3=C(C=CC=N3)N=C2SCC(=O)N4CCCC4,1
91,627902,CN(C)C1=CC=C(C=C1)N=CC2=C(OC(=N2)C3=CC=CC=C3)O,7.07946
92,653914,CC(C)CCNC(=O)CN(CC1=CC=CS1)C(=O)CN2N=C(N=N2)C3=CC(=C(C=C3)OC)OC,7.07946
93,654046,COC1=CC=C(C=C1)N2CC(CC2=O)C(=O)OCC(=O)C3=CC(=CC=C3)OC,17.7828
94,654068,COC1=CC=CC(=C1)C2=NN3C(=C2)N=C(C=C3N4CCC5(CC4)OCCO5)C6=CC=CC=C6,2.81838
95,654078,CCN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,4.46684
96,654182,CCOC(=O)CC1=CC(=O)N2C(=N1)C(=C(N2)C)C3=CC=CC=C3,39.8107
97,6398932,CCOC1=CC=CC(=C1)/C(=C/2\C(N(C(=O)C2=O)CC3=CC=CO3)C4=CC=NC=C4)/O,14.1254
98,654363,C1CCC(CC1)NC(=O)C(C2=CC=CS2)N(CC3=CC=CS3)C(=O)C4=CC=CO4,8.91251
99,654435,C1=CC=C2C(=C1)N=C(O2)SCC(=O)NC3=NC4=CC=CC=C4S3,3.98107
100,654546,CCC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NC3=NCCS3,12.5893
101,654623,COC1=CC=C(C=C1)CNC(=O)CN(CC2CCCO2)C(=O)CNS(=O)(=O)C3=CC=CC=C3,22.3872
102,654635,CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC(=C(C=C3)O)OC)CCC4=CC=CC=C4)O,7.07946
103,654761,CC1=CC=C(N1C(CC2=CC=CC=C2)C(=O)O)C,31.6228
104,655183,CC1=CC(=C2C(=C1)C=C(C(=O)N2)CN(CC3=CC=CC=C3OC)CC4=NN=NN4CC5CCCO5)C,14.1254
105,5768421,CC1=C(C=CC(=C1)/C(=C\2/C(N(C(=O)C2=O)CCCOC)C3=CC=NC=C3)/O)OC(C)C,35.4813
106,655401,CCN(C1CCCCC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=NC=C3,0.0398107
107,655439,CCOC(=O)C1=C(NC(=O)NC1C2=COC=C2)C,12.5893
108,655575,CC(C)CCN1C(=NN=N1)C(C2=CC=C(C=C2)F)N3CCN(CC3)C(=O)C4=CC=CO4,11.2202
109,655857,C1CN(CC2=CC=CC=C21)C3=NC=NC4=C3N=NN4CC5=CC=CC=C5,10
110,655866,CC(C)CN1C2CCCC1CC(C2)NC(=O)C3=CC(=C(C=C3)OC)OC,22.3872
111,656017,CC(C)C(=O)NC1=CC2=C(C=C1C(=O)C3=CC=CC=C3)OCCO2,8.91251
112,656027,COC1=C(C=C(C=C1)CCN2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC=CS4)OC,1.41254
113,656157,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)OC(=N3)C4=CC=CO4,12.5893
114,656183,CC(C)OC(=O)NCCOC(=O)NC1=CC(=CC=C1)Cl,19.9526
115,656216,C1=CC=C(C(=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2)O,8.91251
116,656232,C1=CC=C(C=C1)CC2=C3C(=O)C=CNC3=CC=C2,15.8489
117,656272,CC1=CC=C(C=C1)C2=C(C3=NC4=C(CCCC4)C(=O)N3N2)C,6.30957
118,656355,CCC1=NN=C(S1)NC(=O)C2CCN(CC2)C(=O)NC3CCCCC3,19.9526
119,54686761,CCN(CC)CCNC(=O)C1=C(C2=CC=CC=C2N(C1=O)CC=C)O.Cl,8.91251
120,657488,CC1=CC=C(C=C1)C(=O)CNC2=NC3=C(N2CC4=CC=CC=C4)C(=O)NC(=O)N3C,0.891251
121,6449251,CC1(CC2=CC(=C(C=C2/C(=C/C(=O)N3CCOCC3)/N1)OC)OC)C.Cl,3.98107
122,5940036,CCOC(=O)C1=C(N2C(=C(C1C3=CC=CO3)C(=O)OCC)S/C(=C\C4=CC=CO4)/C2=O)N,1.25893
123,658411,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)C)OC3=CC=C(C=C3)C(=O)OC,25.1189
124,658614,CCN(CC)C1=CC2=C(C=C1)C(C(=C(O2)N)C#N)C3=CN=CC=C3,7.94328
125,658813,CCC1=C(N2C3=CC=CC=C3N=C2C(=C1C)C#N)NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C,5.01187
126,135415833,C1CSC2=NC(=C(C(=O)N21)CC3=CC=CC=C3)O,14.1254
127,658879,CCC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=CC(=C(C(=C1)OC)OC)OC,14.1254
128,659040,C1=CC=C(C=C1)CC2=NNC(=S)NC2=O,39.8107
129,659321,CCOC1=CC=C(C=C1)CSC(CC(=O)O)C(=O)O,15.8489
130,659575,CCSC1=NN=C(S1)NC(=O)C(C(F)(F)F)C(F)(F)F,7.94328
131,659620,COC1=CC=C(C=C1)N2C=NN=C2,0.0281838
132,659654,C1=CN=CC=C1C2=NC3=CC(=C(C=C3N2)F)F,7.94328
133,6603569,CC1=CC2=C(C=C1)N([C@@H]3[C@H]2CN(CC3)C)S(=O)(=O)C4=CC=C(C=C4)F.Cl,0.00562341
134,659756,C1CC(=O)N(C1)CC(CN2CCOCC2)SC3=NN=NN3C4=CC=CC=C4,6.30957
135,659795,CC1=CC(=NC(=N1)N2CCOCC2)OC3=CC=C(C=C3)C4=CC=CC=C4,3.98107
136,659902,CC1CCCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,0.398107
137,659936,CC1=CC=C(C=C1)C(=O)C2=C(NN=C2)C3=C(C=CC(=C3)Cl)O,2.23872
138,660120,CC1=CC(=CO1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)Cl,11.2202
139,660304,C1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)C3=NN=C(O3)C4=CC=CO4,1.77828
140,660522,CC(C)OC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=CC=CC=C4,2.81838
141,660660,CC1(CC2=C(C(C3=CC4=CC=CC=C4N=C3O2)C(C#N)C#N)C(=O)C1)C,3.54813
142,660831,COC1(C2(C(C2(C(=N1)NC(=O)NC3=CC=CC=C3)C#N)C4=CC=CC=C4)C#N)OC,12.5893
143,661009,COC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=NN=C(O3)C4=CC=CO4,1.41254
144,661037,CNC1=C(N=C(O1)C2=CC=C(C=C2)Cl)C#N,8.91251
145,661098,CC(=O)NC1=CC=C(C=C1)NC2=C3C=NN(C3=NC=N2)C4=CC=CC=C4,0.891251
146,661170,C1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)Cl)C3=NN=C(O3)C4=CC=CO4,0.177828
147,661203,CC1CCC2=C3N1C4=C(C=C(C(=C4)C#N)C#N)OC3=CC=C2,1.41254
148,661217,C1=CC=C(C=C1)CNC2=C(N=C(O2)C3=CC=CS3)C#N,1.25893
149,661251,COC1=CC=C(C=C1)CC(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CO4,0.316228
150,661259,CCOC(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2OC,17.7828
151,661296,CCC1=C(NC2=C1C=C(C=C2)Br)C(=O)O,15.8489
152,661300,C1=CC=C(C=C1)C2=NC(=S)N(N2)C3=CC=CC=C3,7.07946
153,661349,CC1=C(C(=C(N1NC(=O)C2=CC=NC=C2)C)C(=O)C)C(=O)C,1.58489
154,661406,CC1(CC(=O)C(C(=O)C1)CCCN2C(=O)C3=CC=CC=C3C2=O)C,17.7828
155,661502,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(C=C3)F)CC4=CC=CO4,3.16228
156,661513,CCN1C(=NN=C1SCC(=O)NC2=CC=CC=C2C(=O)OC)C3=CC=C(C=C3)N,22.3872
157,661518,CCC1=CC2=C(C=C1OC(=O)N3CCOCC3)OC=C(C2=O)C4=NC5=CC=CC=C5N4,8.91251
158,661528,CC1=CC=C(C=C1)C2NC3=CC=CC=C3C(=O)N2CC4=CC=CO4,3.16228
159,661596,COC1=CC=CC(=C1)C2=CC(N3C(=NN=N3)N2)C4=CC=CC=C4,0.501187
160,661601,CCC(=O)NC1=C(C=CC(=C1)C2=NN(C(=O)C3=CC=CC=C32)C)N4CCCCC4,5.01187
161,661612,CCOC(=O)CNS(=O)(=O)C1=C(C=CC(=C1)C2=NN(C(=O)C3=CC=CC=C32)C)C,0.316228
162,661648,C1=CC(=C(C=C1Br)CNN2C=NN=C2)O,17.7828
163,661761,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC5=CC=CC=C5C4,7.94328
164,661794,CC1=NN2C(=C1)NC(S2)NC3=CC=CC=C3,17.7828
165,5389389,CC1=CC(=NO1)N2C(/C(=C(\C3=CC(=CC=C3)OC)/O)/C(=O)C2=O)C4=CC=CS4,14.1254
166,661999,CC1=CC(=NO1)N2C(C(=C(C2=O)O)C(=O)C3=CC4=CC=CC=C4O3)C5=C(C(=CC=C5)OC)OC,14.1254
167,6881185,COCCCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)/N=C/C4=CC=CC=N4)N,5.62341
168,6881246,CCO/C(=N/N1C2=C(C3=NC4=CC=CC=C4N=C31)C(=O)N(C(=N2)C)CC(C)C)/C,12.5893
169,662243,C1C(C(=O)N(C1=O)CC2=CC=CC=C2)N(C3CC(=O)N(C3=O)CC4=CC=CC=C4)O,11.2202
170,662260,CCCCCCOC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC,7.94328
171,662340,CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=NC(=O)C4=CN=CC=C4)CCCOC,28.1838
172,662344,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)C3=CC4=C(C=C3)OCO4,14.1254
173,6603410,CC(C)[C@@H](C1=NN=C(O1)SCC2=CC=C(C=C2)Cl)N.Cl,1.77828
174,662515,CCOC(=O)C1=C(C2=CC(=C(C=C2N1)OC)OC)NC(=O)C3=NON=C3C,0.707946
175,6602710,CC(=C)CSC1=NN=C(O1)[C@H](CC2=CNC3=CC=CC=C32)N.Cl,12.5893
176,662647,COC1=CC=CC=C1C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)O)O,15.8489
177,662650,COC1=C(C=C(C=C1)C2=NNC(=C2)C3=C(C=CC(=C3)F)O)OC,39.8107
178,662670,COC1=CC2=C(C=C1)C(=C(N2)C(=O)OC)NC(=O)C3=CC4=C(C=C3)OCO4,3.54813
179,662710,CC1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC(=CC=C4)OC,10
180,662745,CCOCCCN1C=NC2=C(C1=O)NC3=C2C=CC(=C3)OC,39.8107
181,662794,CC(C)(C)OC(=O)NCCC1=NN=C(O1)SCC(=O)NC2=CC(=CC=C2)Cl,25.1189
182,662799,C1=CC=C(C=C1)N2C(C3C(O2)C(=O)N(C3=O)C4=CC=CC=C4)C5=CC=NC=C5,0.398107
183,662838,CCCN1C2=NC3=CC=CC=C3C=C2C(=N1)NC(=O)CC(C)C,1.99526
184,662991,CC1=C(C(=NN1)C2=C(C=C(C=C2)O)O)C3=CC=C(C=C3)Cl,7.07946
185,662996,CCOC1=CC=C(C=C1)C2=NN=C3N2N=C(CS3)C4=CC=C(C=C4)OC,2.51189
186,663008,CC(C)COP(=O)(C1=CC=C(C=C1)N(C)C)C(C2=CC=CC=C2F)O,12.5893
187,6603621,C1=CC=C(C(=C1)CSC2=NN=C(O2)CCCCCN)Cl.Cl,25.1189
188,663121,C1=CC=C(C=C1)S(=O)(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5=CC=CO5)N,3.54813
189,663125,C1=CC(=CC=C1C2=C(NN=C2)C3=C(C=C(C=C3)O)O)Cl,0.794328
190,663143,CCOC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4OC,14.1254
191,663146,COC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6,8.91251
192,663168,CC(C)(C)C1=NN2C(=NN=C2SC1)C3=CC(=CC=C3)OC,17.7828
193,663281,CCN1CCN(CC1)C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)OC4CCCCC4,39.8107
194,663330,CCN1C(=O)C2=C(N=C1SCC(=O)N3CCOCC3)OC4=C(C2=O)C=C(C=C4Cl)Cl,3.98107
195,663340,COC1=CC=C(C=C1)CCN2C3=C(C=C(C2=N)C(=O)NCC4=CC=CO4)C(=O)N5C=CC=CC5=N3,19.9526
196,663539,CC1=NC2=C(C(=N1)SCC(=O)NC3=CC4=C(C=C3)OCCO4)OC5=CC=CC=C52,1.99526
197,663581,CC(C)[C@@H](C(=O)OC)NC(=O)NC1=CC=C(C=C1)C(=O)C,3.54813
198,663690,CCOCCCN1C=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2C5=CC=CC=C5,15.8489
199,663736,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N2CCN(CC2)CC3=CC=CC=C3,0.01
200,663879,CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC=C(C=C3)OC(C)C)CCCN4C=CN=C4)O,11.2202
201,54676164,CCOC(=O)C1=C(C(=O)N(C1C2=CC=C(C=C2)OC)C3=CC=C(C=C3)S(=O)(=O)N)O,14.1254
202,664033,CC1(CCCN(C1)C(=O)C2=COC(=O)C(=C2)Br)C,28.1838
203,664154,CC1=CC2=C(C=C1)C(=C(N2)C(=O)OC)NC(=O)CN3CCCC4=CC=CC=C43,11.2202
204,5389802,CC1=C(N2C=CC=CC2=N1)/C(=C\3/C(N(C(=O)C3=O)CCCN4C=CN=C4)C5=CC=NC=C5)/O,11.2202
205,664301,C1COCCN1CCNC2=C(N=C(O2)C3=CC=C(C=C3)OCC4=CC=CC=C4)C#N,7.94328
206,664461,C1C(=O)C2=C(O1)C=CC(=C2)OCC3=CC=C(C=C3)F,10
207,6603365,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)NCCCN4C=CN=C4.Cl,0.446684
208,5389869,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCN(CC3)CCO)C4=CC(=C(C=C4)OC)OC,0.446684
209,5389872,CC1=C(N2C=CC=CC2=N1)/C(=C\3/C(N(C(=O)C3=O)CCN4CCOCC4)C5=CN=CC=C5)/O,17.7828
210,664733,CC1=C(C=C(C=C1)N2C3=C(C=N2)C4=NC(=NN4C=N3)C)C,19.9526
211,664737,CCN1C2=C(C=C(C1=N)S(=O)(=O)C3=CC=C(C=C3)F)C(=O)N4C=CC=CC4=N2,22.3872
212,664826,CCCC(=O)N=C1N(C2CS(=O)(=O)CC2S1)C3=CC=C(C=C3)CC,10
213,5389902,CC1=CC=CN2C1=NC(=C2/C(=C\3/C(N(C(=O)C3=O)CCN4CCOCC4)C5=CC=NC=C5)/O)C,11.2202
214,664974,CC(C)CN1C=NC2=C(C1=N)C(C3=C(O2)CC(CC3=O)(C)C)C4=CC=C(C=C4)OC,39.8107
215,664983,CCC1=CC=C(C=C1)N2CC(CN3C2=NC4=C3C(=O)N(C(=O)N4C)CCN5CCOCC5)C,0.177828
216,665081,CN1C2=CC=CC=C2N=C1C3=CC=C(O3)CN4CCCCC4,1.99526
217,665084,C1=COC(=C1)C(=O)NC2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)Br,11.2202
218,665250,CN1C=C(C=C1C2=NC3=CC=CC=C3N2C)C(=O)C4=CC=C(C=C4)Cl,3.98107
219,665278,COC1=C(C=C2C(=C1)CCN3C2=CC(=NC3=O)NCC4=CC=CC=N4)OC,7.94328
220,665299,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(O5)Br,2.81838
221,665343,CC1=NN=C(S1)SCCCN2C3=C(N=C2N4CCN(CC4)C5=CC=CC=C5)N(C(=O)NC3=O)C,14.1254
222,665654,CC(C)(C)C1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)NC,0.354813
223,665725,CN1C2=C(C=C(C1=N)S(=O)(=O)C3=CC=C(C=C3)F)C(=O)N4C=CC=CC4=N2,17.7828
224,665964,C1OC2=C(O1)C=C(C=C2)C3=NN4C(=NN=C4S3)CN5C=NC6=CC=CC=C65,3.16228
225,666213,CCCN1C(=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2CCC5=CCCCC5)C,5.62341
226,666412,COC1=CC=CC(=C1)C2=NOC(=N2)C3=CN=CC=C3,15.8489
227,666498,COC1=C(C=C(C=C1)C2=NOC(=N2)CCCC(=O)NCCC3=CC=CC=C3)OC,4.46684
